neid	neID	hit	queries	gene	product	genome	contig	locus_tag	start_ext	end_ext	length_ext	starto_ext	endo_ext	lengtho_ext	strands	archMEM	archPF	archIPR	archMEM_ext	archPF_ext	archIPR_ext	length	pfams	tax_id	superkingdom	phylum	class	order	family	genus	species	curated	ARCH	LARCH	char
2	NP_391500.1:GCF_000009045.1:2	NP_391500.1	PF14449.11	rttN	putative ribonuclease toxin	GCF_000009045.1	NC_000964.3	BSU_36190	3728336	3724335	4002	3738	3732	7	------+	PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|PF14431	PF04740|PF14449|PF14431	IPR006829|IPR051768|IPR027797|IPR025968	mobidb-lite|Coil|PF16888|PF17279|Coil|PS51756|PTHR34976|PF04740|Coil|Coil|PF14449|PF14431|G3DSA:2.20.110.10|SSF82185|PF07661|PF07661|G3DSA:3.30.2170.10|PTHR28511|MF_00801|cd06559|PF04493|G3DSA:3.40.190.290|cd05466|SSF53850|PF03466|PR00039|PR00039|PR00039|PF00126|PTHR30126|G3DSA:1.10.10.10|G3DSA:1.10.10.10:FF:000001|SSF46785|PS50931	PF16888|PF17279|PF04740|PF14449|PF14431|PF07661|PF07661|PF04493|PF03466|PF00126	IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR025968|IPR011652|IPR007581|IPR005119|IPR036390|IPR036388|IPR000847	602	PF00126|PF00176|PF00221|PF00232|PF00239|PF00271|PF00324|PF00358|PF00367|PF00393|PF00491|PF00582|PF00591|PF00892|PF00903|PF00984|PF01019|PF01022|PF01037|PF01175|PF01451|PF01471|PF01510|PF01613|PF01758|PF01773|PF01979|PF02018|PF02378|PF02417|PF02706|PF02885|PF03358|PF03446|PF03466|PF03720|PF03721|PF04434|PF04493|PF04616|PF04740|PF05076|PF05105|PF05593|PF07508|PF07661|PF07662|PF07670|PF07831|PF08282|PF08892|PF09021|PF09234|PF09636|PF09693|PF10076|PF12419|PF13408|PF13412|PF13424|PF13614|PF13789|PF13807|PF14040|PF14410|PF14431|PF14449|PF14568|PF16369|PF16888|PF17279|PF17391|PF17392|PF18593|PF18801|PF19567|PF20148|PF23493|PF23494|PF24517|PF24711|PF24715|PF24716	224308	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	19	IPR031681|IPR046318|IPR006829|IPR051768|IPR027797|IPR025968|IPR011652|IPR007581|IPR005119|IPR036390|IPR036388|IPR000847	12	篢딏ᫎ쩙沶斑ⶥᶾᐠ蹇蹅Ͱ
3	NP_391809.2:GCF_000009045.1:3	NP_391809.2	PF14449.11	rtbD	ribonuclease toxin of the RtbD-RtbE toxin-antitoxin system	GCF_000009045.1	NC_000964.3	BSU_39300	4039466	4035607	3860	4058	4052	7	-------	PS51756|PF04740|Coil|Coil|PF14449|cd00085|mobidb-lite	PF04740|PF14449	IPR006829|IPR027797|IPR003615	SSF75005|PTHR43301|PF04616|cd18832|G3DSA:2.115.10.20|PF16369|G3DSA:2.40.128.10|Coil|PF16888|G3DSA:1.20.5.2280|PF17279|Coil|PS51756|PF04740|Coil|Coil|PF14449|cd00085|mobidb-lite|G3DSA:3.40.1580.10|SSF160631|SM00860|PF14568|PF18593|G3DSA:3.30.1360.60|PTHR30175|G3DSA:3.30.1360.60:FF:000001|TIGR01995|cd00212|PS51098|SSF55604|PF00367|PS01035|PS51103|PF02378|G3DSA:2.70.70.10:FF:000001|G3DSA:2.70.70.10|SSF51261|PF00358|TIGR00830|cd00210|PS51093|PS00371	PF04616|PF16369|PF16888|PF17279|PF04740|PF14449|PF14568|PF18593|PF00367|PF02378|PF00358	IPR023296|IPR050727|IPR006710|IPR032291|IPR031681|IPR046318|IPR006829|IPR027797|IPR003615|IPR037883|IPR018958|IPR041129|IPR036878|IPR050558|IPR011297|IPR001996|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127	569	PF00126|PF00176|PF00221|PF00232|PF00239|PF00271|PF00324|PF00358|PF00367|PF00393|PF00491|PF00582|PF00591|PF00892|PF00903|PF00984|PF01019|PF01022|PF01037|PF01175|PF01451|PF01471|PF01510|PF01613|PF01758|PF01773|PF01979|PF02018|PF02378|PF02417|PF02706|PF02885|PF03358|PF03446|PF03466|PF03720|PF03721|PF04434|PF04493|PF04616|PF04740|PF05076|PF05105|PF05593|PF07508|PF07661|PF07662|PF07670|PF07831|PF08282|PF08892|PF09021|PF09234|PF09636|PF09693|PF10076|PF12419|PF13408|PF13412|PF13424|PF13614|PF13789|PF13807|PF14040|PF14410|PF14431|PF14449|PF14568|PF16369|PF16888|PF17279|PF17391|PF17392|PF18593|PF18801|PF19567|PF20148|PF23493|PF23494|PF24517|PF24711|PF24715|PF24716	224308	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	19	IPR023296|IPR050727|IPR006710|IPR032291|IPR031681|IPR046318|IPR006829|IPR027797|IPR003615|IPR037883|IPR018958|IPR041129|IPR036878|IPR050558|IPR011297|IPR001996|IPR018113|IPR013013|IPR003352|IPR011055|IPR001127	21	嬡왈ᩗ繄篢딏ᫎ沶เ鐜䨯ꃊ逯얟ⱂ߭䛢㋶ഹ⭐҈
1	WP_011111843.1:GCF_000009145.1:1	WP_011111843.1	PF14449.11	NA	RHS repeat-associated core domain-containing protein	GCF_000009145.1	NC_004757.1	ALW85_RS14300	1379777	1376368	3410	1258	1252	7	++---+-	G3DSA:2.180.10.10|PTHR32305|TIGR03696|PR00394|PR00394|G3DSA:3.90.1530.10|SSF110849|PF02195|cd16387	PF02195	IPR050708|IPR022385|IPR001826|IPR036086|IPR003115	PF13333|PF00665|PS50994|G3DSA:3.30.420.10|SSF53098|PF13276|PTHR46889|Coil|NF033516|SSF46689|PF01527|G3DSA:1.10.10.10|PF13333|PF00665|PS50994|G3DSA:3.30.420.10|SSF53098|PF13276|PTHR46889|Coil|NF033516|SSF46689|PF01527|G3DSA:1.10.10.10|G3DSA:1.20.1590.10|PF04222|Coil|G3DSA:2.180.10.10|PTHR32305|TIGR03696|PR00394|PR00394|G3DSA:3.90.1530.10|SSF110849|PF02195|cd16387|PF01402|G3DSA:1.10.40.70|SSF160246|PTHR30258|PF05157|G3DSA:3.30.300.160|G3DSA:3.30.450.90|SSF52540|PF00437|G3DSA:3.40.50.300|cd01129|SM00382|PS00662	PF13333|PF00665|PF13276|PF01527|PF13333|PF00665|PF13276|PF01527|PF04222|PF02195|PF01402|PF05157|PF00437	IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR036388|IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR036388|IPR023381|IPR007338|IPR050708|IPR022385|IPR001826|IPR036086|IPR003115|IPR002145|IPR037257|IPR007831|IPR027417|IPR001482|IPR003593	351	PF00005|PF00015|PF00050|PF00072|PF00437|PF00482|PF00583|PF00665|PF00903|PF01402|PF01527|PF01584|PF01627|PF02195|PF02518|PF02661|PF03534|PF04014|PF04222|PF05157|PF05872|PF07963|PF08334|PF12848|PF13276|PF13333|PF13551|PF13683|PF16326|PF24113	228410	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea	0	IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR036388|IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR036388|IPR023381|IPR007338|IPR050708|IPR022385|IPR001826|IPR036086|IPR003115|IPR002145|IPR037257|IPR007831|IPR027417|IPR001482|IPR003593	31	ّ蹎げ敽웵뮵⎂৳蹅ّ蹎げ敽웵뮵⎂৳蹅孶᳋옵垒݃贗ౌࢂ醪Ẹ欺׫ส
1	WP_000159014.1:GCF_000009645.1:1	WP_000159014.1	PF14449.11	NA	DNA/RNA non-specific endonuclease	GCF_000009645.1	NC_002745.2	SA_RS01640	342089	337710	4380	281	275	7	+++++++	PTHR34976|PF14449|G3DSA:3.40.570.10|PF13930	PF14449|PF13930	IPR051768|IPR027797|IPR044929|IPR044927	PF16883|PS51257|PF16882|TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634|PTHR34976|PF14449|G3DSA:3.40.570.10|PF13930|PF16887|PF06013|SSF140453|Coil|Coil	PF16883|PF16882|PF04634|PF14449|PF13930|PF16887|PF06013	IPR031689|IPR031690|IPR006728|IPR036170|IPR051768|IPR027797|IPR044929|IPR044927|IPR031682|IPR010310|IPR036689	614	PF01226|PF01580|PF04634|PF05257|PF06013|PF08817|PF10140|PF10661|PF12538|PF13273|PF13930|PF14449|PF14729|PF16882|PF16883|PF16887	158879	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	28	IPR031689|IPR031690|IPR006728|IPR036170|IPR051768|IPR027797|IPR044929|IPR044927|IPR031682|IPR010310|IPR036689	11	篪篫ᩩ赫쩙沶꾢꾠篣⡧轲
1	WP_010986696.1:GCF_000009765.2:1	WP_010986696.1	PF14449.11	NA	polymorphic toxin-type HINT domain-containing protein	GCF_000009765.2	NC_003155.5	SAVERM_RS27315	6416192	6409337	6856	5298	5292	7	-+-++--	G3DSA:1.10.287.950|Coil|PF14449|SM00306|G3DSA:2.170.16.10|cd00081|SSF51294|PF07591	PF14449|PF07591	IPR027797|IPR003587|IPR036844	PF04149|PF14106|mobidb-lite|G3DSA:1.10.287.950|Coil|PF14449|SM00306|G3DSA:2.170.16.10|cd00081|SSF51294|PF07591|mobidb-lite|mobidb-lite|mobidb-lite|PF24878|mobidb-lite|mobidb-lite|mobidb-lite|PF13231|PTHR33908|mobidb-lite|PF04231|SSF54060|PTHR33607	PF04149|PF14106|PF14449|PF07591|PF24878|PF13231|PF04231	IPR007278|IPR025459|IPR027797|IPR003587|IPR036844|IPR056785|IPR038731|IPR050297|IPR044925|IPR007346	636	PF00005|PF00205|PF00441|PF00474|PF00491|PF00664|PF00933|PF01839|PF01915|PF02551|PF02770|PF02771|PF02775|PF02776|PF04149|PF04231|PF05576|PF07591|PF07905|PF13231|PF13354|PF13517|PF13556|PF13560|PF13622|PF14106|PF14449|PF15698|PF19054|PF24740|PF24878	227882	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis	22	IPR007278|IPR025459|IPR027797|IPR003587|IPR036844|IPR056785|IPR038731|IPR050297|IPR044925|IPR007346	10	᲏掔沶ฤ逍靬쒚꾞᳓
1	WP_010898497.1:GCF_000011145.1:1	WP_010898497.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_000011145.1	NC_002570.2	AYT26_RS20695	2463892	2460504	3389	2298	2292	7	-++----	PF14449|PF14412|Coil	PF14449|PF14412	IPR027797|IPR032871	PS51756|PF04740|PF13333|PF00665|PS50994|G3DSA:3.30.420.10|SSF53098|PF13276|PTHR46889|NF033516|G3DSA:1.10.10.60|SSF46689|PF01527|PF13333|PF00665|PS50994|G3DSA:3.30.420.10|SSF53098|PF13276|PTHR46889|NF033516|G3DSA:1.10.10.60|SSF46689|PF01527|PF14449|PF14412|Coil|PF14096|G3DSA:3.90.20.10|SSF57997|Coil|G3DSA:3.90.20.10|Coil	PF04740|PF13333|PF00665|PF13276|PF01527|PF13333|PF00665|PF13276|PF01527|PF14449|PF14412|PF14096	IPR006829|IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR027797|IPR032871|IPR025369	271	PF00005|PF00128|PF00456|PF00515|PF00534|PF00535|PF00589|PF00664|PF00665|PF00984|PF01061|PF01262|PF01370|PF01527|PF01548|PF01554|PF01609|PF01613|PF01695|PF02086|PF02311|PF02371|PF02449|PF02590|PF02779|PF02922|PF03009|PF03551|PF03672|PF03714|PF03720|PF03721|PF04014|PF04230|PF04235|PF04634|PF04740|PF04892|PF04932|PF05163|PF05222|PF05598|PF06304|PF07301|PF08241|PF08532|PF08533|PF09388|PF09491|PF10747|PF11084|PF12643|PF12833|PF13102|PF13276|PF13314|PF13333|PF13439|PF13443|PF13701|PF13930|PF14096|PF14412|PF14449|PF16888|PF17279|PF18033|PF18277|PF18801|PF19893|PF22483|PF22613	272558	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)	Halalkalibacterium halodurans	28	IPR006829|IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR001584|IPR036397|IPR012337|IPR025948|IPR050900|IPR048020|IPR009057|IPR002514|IPR027797|IPR032871|IPR025369	20	ّᫎ蹎げ敽웵뮵⎂৳ّ蹎げ敽웵뮵⎂৳沶肈挺
2	WP_010899830.1:GCF_000011145.1:2	WP_010899830.1	PF14449.11	NA	ribonuclease YeeF family protein	GCF_000011145.1	NC_002570.2	AYT26_RS18605	3829913	3823552	6362	3642	3636	7	------+	PS51756|PF04740|Coil|PF14449|PTHR34976|G3DSA:3.40.570.10|PF13930	PF04740|PF14449|PF13930	IPR006829|IPR027797|IPR051768|IPR044929|IPR044927	PIRSF019083|PF04892|NF037970|PTHR28008|G3DSA:1.25.40.10|PF18801|Coil|PTHR10098|SM00028|SSF48452|SM00028|SM00028|SM00028|PS50005|PF00515|SM00028|SM00028|PS51756|PF04740|Coil|PF14449|PTHR34976|G3DSA:3.40.570.10|PF13930|NF033542|PTHR33055|PF01548|Coil|PF02371|G3DSA:3.30.500.20|SSF160424|PF04634|G3DSA:1.10.10.10	PF04892|PF18801|PF00515|PF04740|PF14449|PF13930|PF01548|PF02371|PF04634	IPR016747|IPR006976|IPR011990|IPR019734|IPR006829|IPR027797|IPR051768|IPR044929|IPR044927|IPR047650|IPR002525|IPR003346|IPR036170|IPR006728|IPR036388	561	PF00005|PF00128|PF00456|PF00515|PF00534|PF00535|PF00589|PF00664|PF00665|PF00984|PF01061|PF01262|PF01370|PF01527|PF01548|PF01554|PF01609|PF01613|PF01695|PF02086|PF02311|PF02371|PF02449|PF02590|PF02779|PF02922|PF03009|PF03551|PF03672|PF03714|PF03720|PF03721|PF04014|PF04230|PF04235|PF04634|PF04740|PF04892|PF04932|PF05163|PF05222|PF05598|PF06304|PF07301|PF08241|PF08532|PF08533|PF09388|PF09491|PF10747|PF11084|PF12643|PF12833|PF13102|PF13276|PF13314|PF13333|PF13439|PF13443|PF13701|PF13930|PF14096|PF14412|PF14449|PF16888|PF17279|PF18033|PF18277|PF18801|PF19893|PF22483|PF22613	272558	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)	Halalkalibacterium halodurans	19	IPR016747|IPR006976|IPR011990|IPR019734|IPR006829|IPR027797|IPR051768|IPR044929|IPR044927|IPR047650|IPR002525|IPR003346|IPR036170|IPR006728|IPR036388	15	䆌᭡⻷䴷ᫎ沶쩙꾢꾠멃৾ള赫ᩩ蹅
3	WP_010900115.1:GCF_000011145.1:3	WP_010900115.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_000011145.1	NC_002570.2	AYT26_RS20010	4132868	4127152	5717	3923	3917	7	+------	Coil|PF14449	PF14449	IPR027797	G3DSA:1.10.260.40|PF13443|SSF47413|PS51756|PF04740|Coil|Coil|PF14449|mobidb-lite|mobidb-lite|PS51257|Coil|G3DSA:1.20.120.450|SSF109854|PF05163	PF13443|PF04740|PF14449|PF05163	IPR010982|IPR001387|IPR006829|IPR027797|IPR034660|IPR007837	145	PF00005|PF00128|PF00456|PF00515|PF00534|PF00535|PF00589|PF00664|PF00665|PF00984|PF01061|PF01262|PF01370|PF01527|PF01548|PF01554|PF01609|PF01613|PF01695|PF02086|PF02311|PF02371|PF02449|PF02590|PF02779|PF02922|PF03009|PF03551|PF03672|PF03714|PF03720|PF03721|PF04014|PF04230|PF04235|PF04634|PF04740|PF04892|PF04932|PF05163|PF05222|PF05598|PF06304|PF07301|PF08241|PF08532|PF08533|PF09388|PF09491|PF10747|PF11084|PF12643|PF12833|PF13102|PF13276|PF13314|PF13333|PF13439|PF13443|PF13701|PF13930|PF14096|PF14412|PF14449|PF16888|PF17279|PF18033|PF18277|PF18801|PF19893|PF22483|PF22613	272558	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)	Halalkalibacterium halodurans	1	IPR010982|IPR001387|IPR006829|IPR027797|IPR034660|IPR007837	6	⬇֌ᫎ沶螅Ế
1	WP_000249945.1:GCF_000011625.1:1	WP_000249945.1	PF14449.11	NA	WXG100 family type VII secretion target	GCF_000011625.1	NC_006274.1	BCE33L_RS05315	1037286	1030860	6427	939	933	7	+++++++	G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|PF14449|PF14410|mobidb-lite	PF06013|PF14449|PF14410	IPR010310|IPR036689|IPR027797|IPR026835	PTHR38743|PF09951|G3DSA:1.25.40.20|SSF48403|G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|PF14449|PF14410|mobidb-lite|NF010007|MF_01427|PTHR37294|G3DSA:2.40.50.140|cd04492|PF01336|SSF50249|G3DSA:1.10.3210.10|G3DSA:1.10.3210.10:FF:000008|SSF109604|SM00471|cd00077|PF01966|PS51831|PF13514|G3DSA:3.40.50.300|SSF52540|PTHR41259|Coil|Coil|Coil|Coil|Coil|Coil|Coil|G3DSA:3.40.50.300|Coil|PIRSF033091|G3DSA:3.60.21.10|PTHR30337|PF00149|cd00840|SSF56300	PF09951|PF06013|PF14449|PF14410|PF01336|PF01966|PF13514|PF00149	IPR018689|IPR036770|IPR010310|IPR036689|IPR027797|IPR026835|IPR020873|IPR050798|IPR012340|IPR004365|IPR003607|IPR006674|IPR027417|IPR038734|IPR014576|IPR029052|IPR050535|IPR004843|IPR041796	332	PF00005|PF00107|PF00126|PF00149|PF00163|PF00266|PF00440|PF00501|PF00561|PF00571|PF00579|PF00583|PF00850|PF00892|PF00903|PF01053|PF01336|PF01479|PF01842|PF01966|PF02568|PF02926|PF03466|PF04542|PF06013|PF06160|PF08240|PF08281|PF09346|PF09951|PF11121|PF11155|PF12730|PF13185|PF13193|PF13514|PF14120|PF14147|PF14154|PF14410|PF14449|PF18801|PF20212|PF22025|PF22421|PF22872	288681	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	31	IPR018689|IPR036770|IPR010310|IPR036689|IPR027797|IPR026835|IPR020873|IPR050798|IPR012340|IPR004365|IPR003607|IPR006674|IPR027417|IPR038734|IPR014576|IPR029052|IPR050535|IPR004843|IPR041796	19	䤢迃⡧轲沶棴冪욏さᄮุᨳ欺靯㤑熝얈ጌꍥ
2	WP_000057265.1:GCF_000011625.1:2	WP_000057265.1	PF14449.11	NA	WXG100 family type VII secretion target	GCF_000011625.1	NC_006274.1	BCE33L_RS23430	4513169	4509398	3772	4431	4425	7	-++++--	G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|Coil|PF14449|Coil	PF06013|PF14449	IPR010310|IPR036689|IPR027797	PF20212|SSF160631|G3DSA:3.40.1580.10|PF09346|SM00860|G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|Coil|PF14449|Coil|Coil	PF20212|PF09346|PF06013|PF14449	IPR046702|IPR037883|IPR018958|IPR010310|IPR036689|IPR027797	296	PF00005|PF00107|PF00126|PF00149|PF00163|PF00266|PF00440|PF00501|PF00561|PF00571|PF00579|PF00583|PF00850|PF00892|PF00903|PF01053|PF01336|PF01479|PF01842|PF01966|PF02568|PF02926|PF03466|PF04542|PF06013|PF06160|PF08240|PF08281|PF09346|PF09951|PF11121|PF11155|PF12730|PF13185|PF13193|PF13514|PF14120|PF14147|PF14154|PF14410|PF14449|PF18801|PF20212|PF22025|PF22421|PF22872	288681	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	31	IPR046702|IPR037883|IPR018958|IPR010310|IPR036689|IPR027797	6	뚏鐜䨯⡧轲沶
1	WP_000249931.1:GCF_000015065.1:1	WP_000249931.1	PF14449.11	NA	WXG100 family type VII secretion target	GCF_000015065.1	NC_008598.1	BALH_RS27570	38892	34391	4502	58	52	7	--++++-	G3DSA:1.10.287.850|PF06013|SSF140453|TIGR03930|Coil|PF14449	PF06013|PF14449	IPR010310|IPR036689|IPR027797	PF12123|G3DSA:3.30.70.2030|SM00646|cd02696|PF01520|SSF53187|PTHR30404|G3DSA:3.40.630.40|PF20212|G3DSA:1.10.287.850|PF06013|SSF140453|TIGR03930|Coil|PF14449|PTHR40051|PF08863|PTHR11076|SSF56672|G3DSA:3.30.70.270|PS50173|cd01700|PF00817|G3DSA:3.40.1170.60|PF11798|G3DSA:1.10.150.20|G3DSA:3.30.1490.100|SSF100879|PF11799	PF12123|PF01520|PF20212|PF06013|PF14449|PF08863|PF00817|PF11798|PF11799	IPR021976|IPR002508|IPR050695|IPR046702|IPR010310|IPR036689|IPR027797|IPR014962|IPR050116|IPR043502|IPR001126|IPR043128|IPR024728|IPR036775|IPR017961	302	PF00072|PF00107|PF00126|PF00149|PF00163|PF00196|PF00266|PF00269|PF00440|PF00501|PF00561|PF00571|PF00579|PF00583|PF00817|PF00850|PF00892|PF00903|PF01053|PF01336|PF01381|PF01479|PF01520|PF01842|PF01966|PF02518|PF02568|PF02926|PF03372|PF03466|PF04309|PF04542|PF05709|PF06013|PF06160|PF06319|PF06605|PF07730|PF08240|PF08281|PF08309|PF08863|PF09346|PF10651|PF11121|PF11155|PF11798|PF11799|PF12123|PF12363|PF13152|PF13185|PF13193|PF13411|PF13424|PF13514|PF13614|PF14120|PF14147|PF14154|PF14449|PF15657|PF18801|PF20212|PF22025|PF22421|PF24715	412694	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	31	IPR021976|IPR002508|IPR050695|IPR046702|IPR010310|IPR036689|IPR027797|IPR014962|IPR050116|IPR043502|IPR001126|IPR043128|IPR024728|IPR036775|IPR017961	15	嗹৭온뚏⡧轲沶㪓쏥ꨏ҇ꢙ悹迈䙊
2	WP_000249937.1:GCF_000015065.1:2	WP_000249937.1	PF14449.11	NA	WXG100 family type VII secretion target	GCF_000015065.1	NC_008600.1	BALH_RS05285	1040719	1034187	6533	926	920	7	+++++++	G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|PF14449|Coil|PF15657|mobidb-lite|mobidb-lite|mobidb-lite	PF06013|PF14449|PF15657	IPR010310|IPR036689|IPR027797|IPR028048	PIRSF019853|PF24715|Coil|G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|PF14449|Coil|PF15657|mobidb-lite|mobidb-lite|mobidb-lite|NF010007|MF_01427|PTHR37294|G3DSA:2.40.50.140|cd04492|PF01336|SSF50249|G3DSA:1.10.3210.10|G3DSA:1.10.3210.10:FF:000008|SSF109604|SM00471|cd00077|PF01966|PS51831|PF13514|G3DSA:3.40.50.300|SSF52540|PTHR41259|Coil|Coil|Coil|Coil|Coil|Coil|Coil|Coil|G3DSA:3.40.50.300|Coil|PIRSF033091|G3DSA:3.60.21.10|PTHR30337|PF00149|cd00840|SSF56300	PF24715|PF06013|PF14449|PF15657|PF01336|PF01966|PF13514|PF00149	IPR016767|IPR010310|IPR036689|IPR027797|IPR028048|IPR020873|IPR050798|IPR012340|IPR004365|IPR003607|IPR006674|IPR027417|IPR038734|IPR014576|IPR029052|IPR050535|IPR004843|IPR041796	308	PF00072|PF00107|PF00126|PF00149|PF00163|PF00196|PF00266|PF00269|PF00440|PF00501|PF00561|PF00571|PF00579|PF00583|PF00817|PF00850|PF00892|PF00903|PF01053|PF01336|PF01381|PF01479|PF01520|PF01842|PF01966|PF02518|PF02568|PF02926|PF03372|PF03466|PF04309|PF04542|PF05709|PF06013|PF06160|PF06319|PF06605|PF07730|PF08240|PF08281|PF08309|PF08863|PF09346|PF10651|PF11121|PF11155|PF11798|PF11799|PF12123|PF12363|PF13152|PF13185|PF13193|PF13411|PF13424|PF13514|PF13614|PF14120|PF14147|PF14154|PF14449|PF15657|PF18801|PF20212|PF22025|PF22421|PF24715	412694	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	31	IPR016767|IPR010310|IPR036689|IPR027797|IPR028048|IPR020873|IPR050798|IPR012340|IPR004365|IPR003607|IPR006674|IPR027417|IPR038734|IPR014576|IPR029052|IPR050535|IPR004843|IPR041796	18	䆠⡧轲沶涱冪욏さᄮุᨳ欺靯㤑熝얈ጌꍥ
3	WP_000807980.1:GCF_000015065.1:3	WP_000807980.1	PF14449.11	NA	WXG100 family type VII secretion target	GCF_000015065.1	NC_008600.1	BALH_RS23130	4461952	4457991	3962	4349	4343	7	+-++-+-	G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|PF14449|Coil	PF06013|PF14449	IPR010310|IPR036689|IPR027797	PF14154|PIRSF007103|SSF160631|G3DSA:3.40.1580.10|PF09346|SM00860|G3DSA:1.10.287.850|PF06013|TIGR03930|SSF140453|Coil|PF14449|Coil|NF003717|MF_01306_B|SSF55174|G3DSA:1.10.1050.10|SM01390|PF00163|G3DSA:1.10.1050.10:FF:000001|TIGR01017|mobidb-lite|PTHR11831|PS00632|G3DSA:3.10.290.10:FF:000001|PS50889|SM00363|PF01479|cd00165|G3DSA:3.10.290.10|G3DSA:3.90.1150.10|SSF53383|cd00614|PF01053|PTHR11808|TIGR01328|G3DSA:3.40.640.10:FF:000046|NF005263|PIRSF001434|G3DSA:3.40.640.10	PF14154|PF09346|PF06013|PF14449|PF00163|PF01479|PF01053	IPR016508|IPR025440|IPR037883|IPR018958|IPR010310|IPR036689|IPR027797|IPR005709|IPR001912|IPR022801|IPR018079|IPR002942|IPR036986|IPR015422|IPR015424|IPR006237|IPR015421|IPR000277	296	PF00072|PF00107|PF00126|PF00149|PF00163|PF00196|PF00266|PF00269|PF00440|PF00501|PF00561|PF00571|PF00579|PF00583|PF00817|PF00850|PF00892|PF00903|PF01053|PF01336|PF01381|PF01479|PF01520|PF01842|PF01966|PF02518|PF02568|PF02926|PF03372|PF03466|PF04309|PF04542|PF05709|PF06013|PF06160|PF06319|PF06605|PF07730|PF08240|PF08281|PF08309|PF08863|PF09346|PF10651|PF11121|PF11155|PF11798|PF11799|PF12123|PF12363|PF13152|PF13185|PF13193|PF13411|PF13424|PF13514|PF13614|PF14120|PF14147|PF14154|PF14449|PF15657|PF18801|PF20212|PF22025|PF22421|PF24715	412694	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	31	IPR016508|IPR025440|IPR037883|IPR018958|IPR010310|IPR036689|IPR027797|IPR005709|IPR001912|IPR022801|IPR018079|IPR002942|IPR036986|IPR015422|IPR015424|IPR006237|IPR015421|IPR000277	18	䂝掁鐜䨯⡧轲沶᙮ޙ夲䛀ட邛㱟㱡᡾㱞Ķ
